,accuracy,communication,cleanliness,location,checkin,value,avgRating
9956955,3.17,3.5,1.17,4.17,3.33,2.67,3.50
9956956,2.67,2.67,3.33,4,1.67,2,3.33
9956957,2.33,3.33,3.83,3.5,2.83,4,1.83
9956958,2.5,4,2.17,3.5,2,2.5,3.33
9956959,4.4,4,2.4,3.4,3,2.6,2.40
9956960,3.67,4.33,2,3.67,4.33,1.33,3.33
9956961,3,1.83,2.5,2.33,3.17,2.5,3.33
9956962,2.83,2.33,3.67,2.83,3.67,3.17,3.33
9956963,3,3.6,3.6,2.2,1.8,2.4,3.60
9956964,1.33,3,4,2,3,4,1.67
9956965,2.75,3.25,3.5,2.75,1.75,3.5,2.75
9956966,2.4,3,2.8,1.6,3.4,2.4,1.60
9956967,4,3.33,2.67,2.67,2.67,2.67,2.33
9956968,3.6,3,2.2,3.2,3.4,2.8,3.40
9956969,2,3.4,4,2.6,2.4,2,2.40
9956970,2.25,3.25,2.5,2,3,2.25,3.25
9956971,2.5,2.5,2,3.75,4,3.75,3.50
9956972,2.25,3,1.5,3.25,2.75,3.5,2.50
9956973,3,3.75,3.5,3,4.25,3.25,3.00
9956974,1.71,3.57,2.57,2.57,2.71,2.71,3.43
9956975,2.29,3.14,3.57,2.57,3,2,2.43
9956976,2.5,2.5,2.75,3.25,3,3.75,3.00
9956977,3.67,3.67,3.67,2.33,4,3.33,2.67
9956978,2.4,3,3.2,3.2,3.6,4.2,3.20
9956979,3,2.57,3.29,3.57,3,3.29,2.29
9956980,1.67,2,2.33,2,3.67,2.67,2.67
9956981,2,2.33,2.33,3.67,3.67,3.33,2.00
9956982,3.5,2.33,3.67,2.67,3.5,3.17,2.00
9956983,4.33,3.67,2,2.67,2,2,3.67
9956984,3.43,2.71,2.14,3.14,2.14,2.57,3.86
9956985,3,2.4,3,3.6,3.8,4.2,1.40
9956986,2.67,1.83,3.5,2.67,3.17,3.67,1.50
9956987,2.33,3.67,2,2.67,3.33,4.33,3.33
9956988,3,3.4,1.8,3.2,3.2,3,3.20
9956989,3.33,2.33,3.33,2,3,2,3.67
9956990,4,3.4,2,3.4,2.6,3.4,3.20
9956991,2.33,3.67,2,4,1.33,3,4.00
9956992,4.4,3.6,3,2.6,3.8,3.4,2.80
9956993,3.33,2.67,1.33,2.67,3.33,2.67,3.00
9956994,2.71,2.57,4,3.57,2.43,2.71,3.57
9956995,2.67,2.33,3.5,2.5,3,2.5,3.33
9956996,4,3.57,3,3.57,2.57,3,2.57
9956997,2.5,3.5,2.75,3.25,2.5,1.25,2.75
9956998,2.25,4.25,3.25,3.25,2.25,2,2.25
9956999,2.33,3.17,3.33,3.17,1.67,3.17,2.67
9957000,2.83,3.33,2.5,4,3.5,2,3.67
9957001,2.86,2.57,3.29,4,1.71,2.29,2.71
9957002,2,3.6,4.4,2.2,3,3.4,3.60
9957003,2.33,3.33,2,4.67,3.33,4.33,1.67
9957004,2.33,2,2.67,3,3,2.67,2.67
9957005,2.43,3,2.57,4,3.43,3.14,3.57
9957006,3.17,2.5,2.83,2.67,1.67,3.17,3.67
9957007,1.8,1.8,3.4,2.8,2.8,2.2,3.00
9957008,2.5,2.75,2.25,3,3.5,2.75,3.75
9957009,4,3.67,4,2.67,2.67,2.33,3.67
9957010,2,3,3.5,2.83,3,3.67,3.67
9957011,2.5,3.5,2.17,3.33,3.67,3.5,2.83
9957012,2.71,3,3.14,3,2.71,3.86,2.14
9957013,3.6,2.8,3.2,2.6,2.2,2.4,3.20
9957014,2.67,5,3.67,1.67,3,3.67,4.00
9957015,2,2.5,4,3.25,2.25,2.75,2.25
9957016,2.67,2.33,4,2.33,3.33,2.67,3.33
9957017,2.25,2.5,2.5,2.25,4,3,2.75
9957018,3.75,2.75,3,2.75,2.5,3.75,3.00
9957019,3.29,2.43,2.29,2.43,2.57,2.29,3.00
9957020,2,3,2.67,4,2.33,4,3.33
9957021,3,2.8,3,3,2.2,3.2,3.20
9957022,3,3.33,2.67,3,2.33,2.33,3.00
9957023,3.33,2.67,2.83,3.17,3.17,2.83,2.33
9957024,2.75,3.75,4.75,3.25,3,2.25,2.25
9957025,2.83,3,2.67,2.83,2.5,3,3.83
9957026,2.33,1.67,3.33,3.33,3,4.33,2.33
9957027,2.86,3.43,2.86,2,3,3.71,3.14
9957028,2.5,3,3.33,2,2.33,2.33,2.50
9957029,2.83,3.83,2.5,2.5,3.33,2.5,2.50
9957030,2.43,2.86,3.43,2.86,3,3,3.43
9957031,3.17,1.83,2.67,3.17,2.33,3.83,2.67
9957032,4.25,3.75,3.25,2,2,3,1.75
9957033,2.75,2.75,2.5,3.25,3.25,2.75,2.25
9957034,2.71,2.71,2.57,3.14,3,2.57,3.29
9957035,3,4,2.67,2.33,2.67,3.33,3.33
9957036,2.71,2.86,2.43,4.57,2.14,3.86,3.29
9957037,3.5,3,2.5,3.25,3,4.25,2.75
9957038,2.33,3.17,1.67,2.33,3.5,3.67,3.17
9957039,3.57,2.57,3,3.29,2.86,3.14,2.57
9957040,2.33,2.67,2.67,3,4,4,2.67
9957041,2.43,2.86,3,1.86,3,2.14,2.71
9957042,2.29,3.86,2.57,3.14,3.57,2.14,2.57
9957043,3.67,3,4,4,1.33,2.67,1.33
9957044,3.43,3.29,3.14,3.29,3.14,2,2.57
9957045,3.67,2.17,3.17,3.17,2.33,3.5,2.83
9957046,3.67,3.67,1.67,3.33,2.33,4,3.33
9957047,1.67,3,3.83,2.67,2.33,2.67,2.50
9957048,4,2.67,3,2.33,3.67,2.67,2.33
9957049,2.71,2.14,2.71,3,3.14,3.57,2.43
9957050,2.6,3.6,2.6,3.2,2,1.8,2.20
9957051,2.33,2,2.67,3,3,2.67,3.00
9957052,3,3,2.33,3.83,2.33,3.17,2.33
9957053,2.25,3,3.25,2.75,2.25,4,4.00
9957054,3.8,2.8,4,3.6,2.2,3.4,4.20
9957055,3.67,3.67,3.33,2.67,1.33,1.67,2.67
9957056,2.25,3.25,3.75,2,2,4.25,3.00
9957057,2.6,3.6,4.4,2.6,2.6,3.2,3.60
9957058,3,3.57,2.43,2,2.71,4,3.43
9957059,2.8,2.6,2,2.8,3.8,2.2,2.20
9957060,3.33,2.33,3.33,2.67,3.33,2.67,3.00
9957061,3.83,2.67,2.83,4,2.83,2.83,4.00
9957062,3.33,3.17,3.5,2.5,3.33,2.5,2.67
9957063,3.33,3.33,3.33,4,2,1.67,2.67
9957064,2.86,3,2.57,2.71,3.14,2.57,2.57
9957065,3.14,3.71,2.43,2.57,3.71,2.29,2.43
9957066,3.4,2.6,4.4,2.8,3,1.8,3.80
9957067,3.33,2,3.33,3.33,4,2.33,1.67
9957068,3.67,3.33,3.33,3.33,2,4,2.33
9957069,3.67,2.67,4,4,4,2.33,4.00
9957070,2.6,3.4,3.8,2.2,2.4,3,4.20
9957071,3.33,4,4.67,2.33,2.33,1.67,4.00
9957072,4,1.75,4,3.5,3,3.25,1.25
9957073,3.6,2,2.4,2.6,3.4,3.2,1.40
9957074,3,3,2.71,3.14,3.57,2.86,2.86
9957075,3.2,2.6,1.8,2.8,4,3.4,2.80
9957076,2.33,1.67,3.67,2.33,2.33,3,3.33
9957077,1.83,3,4.5,2.17,3.5,2.83,3.67
9957078,3.17,2.83,3,2,3.67,2.5,3.00
9957079,2,3.33,3.5,2.83,2.33,2.17,4.33
9957080,2.67,1.33,1,4.33,4,2,3.67
9957081,1.86,2.29,2.14,2.29,3.14,2.86,2.43
9957082,3.2,2.6,3.2,3.2,3.6,3.4,1.80
9957083,3.67,2,3.67,4,2.33,2.67,1.33
9957084,3.33,3.17,2.83,2.5,2.67,3,3.00
9957085,2.25,2.75,3.75,3.75,3.75,3.25,1.50
9957086,3,2.57,2.71,3.29,2.71,3.14,2.71
9957087,2.75,3.75,3.25,2.5,3.25,2.75,3.75
9957088,3.25,2.5,3.25,3.25,3,3.5,3.00
9957089,2.8,3,3.4,1.8,3.8,1.8,1.80
9957090,2.57,2.71,3,2.43,3.29,3,3.57
9957091,2.57,2.57,2.57,3.43,3,2.29,2.57
9957092,2,3.75,2.25,2.5,3.25,3.25,3.00
9957093,3,2.67,1.67,4.33,1.67,3,2.33
9957094,2.17,3.5,3.5,2.5,3.83,2.67,3.00
9957095,3.6,2.8,3,3.2,3,3.8,3.00
9957096,2,2.43,3.29,4.14,3,3,3.00
9957097,2.75,2.5,2.75,3,2.5,2.5,2.25
9957098,3.5,2.75,3.25,3,2.5,2.5,2.75
9957099,4,1.33,3.67,3,2.67,3,2.33
9957100,1.71,2.29,2.71,2.57,1.71,4.29,2.14
9957101,2.57,1.86,3,3.14,2.14,3.29,2.57
9957102,2.83,2.83,3.33,3.33,3.67,2.83,1.83
9957103,3.25,3,2,3,2.25,3.25,3.25
9957104,2.29,2.86,3,3.29,2.57,2.86,3.29
9957105,3.8,3.6,3,3.2,3.4,1.8,2.80
9957106,2.33,3.67,2.33,3,4.33,3.67,4.33
9957107,3.25,2.75,3,2,3,2.25,3.50
9957108,3,3.25,2.75,3,2.5,4,3.00
9957109,2.75,3.25,4,2.25,1.75,2.75,4.00
9957110,3.25,4.5,2.25,2,2,3,2.75
9957111,3,3.6,2,2.6,2.6,3.6,2.80
9957112,3.14,2.71,2.86,2.71,3.86,2.71,3.00
9957113,2.8,3.6,4,1.8,3,2.8,3.00
9957114,2,3.2,3.6,3.6,2.4,3.2,3.60
9957115,4,2.83,2.33,3.67,3.83,3.5,3.67
9957116,2.6,4.2,2.4,3.4,2.6,2.4,2.20
9957117,2,2,3.67,3.33,3.33,3.33,3.33
9957118,4.67,3.5,2.33,2.5,3,3.67,3.17
9957119,4.33,3.67,2,3.67,3.33,3.33,3.33
9957120,3.71,3.43,3.43,3,4.14,2.57,3.00
9957121,2.6,2.8,2.8,2.6,2.6,2.6,2.80
9957122,1.5,3.5,3.5,3.5,3.5,2.75,3.75
9957123,2,2.67,2.33,2.67,2.83,2.67,2.83
9957124,2.5,3.5,2.17,2.5,3.5,2.67,3.67
9957125,2.75,4,2.75,3.75,4.25,3,2.50
9957126,3.14,3.43,2.71,2.86,3.57,3.43,2.86
9957127,3.8,4,2.4,2.8,3.4,2.4,3.60
9957128,4.4,2.6,3.2,2.8,3.6,3.6,3.40
9957129,2.57,1.86,2.71,3,3.14,3,2.71
9957130,3.71,1.86,3.29,3.86,2.86,3.14,3.00
9957131,4.33,3.67,3.33,1.67,2,2,2.33
9957132,4.67,2.67,4,3.33,2.67,2.33,4.67
9957133,2,2.14,4.29,3.14,4.29,2.29,3.57
9957134,3,1.83,3.5,3,3,3.83,3.17
9957135,4.33,3,4,3,3.67,2,3.33
9957136,2.83,3.17,2.17,2.5,3,3,2.67
9957137,4,2.67,3.67,2.67,1.67,2.67,2.33
9957138,3,3,3,3.67,4.17,2.33,3.33
9957139,3.71,3,2.29,2.14,3.14,3,3.14
9957140,3.8,2.4,2.6,2,1.8,3,3.00
9957141,3.75,3.75,3.75,2.5,3.5,2,3.25
9957142,3.17,2.33,3.17,2.67,3,2,4.00
9957143,1.75,2.5,3,3.75,1.25,2.5,3.50
9957144,1.33,2.67,4.33,3.33,3,1.67,3.00
9957145,3.17,3.5,3.33,1.33,2.67,2.5,2.67
9957146,2.75,4.25,2.75,3,4,2.5,3.25
9957147,3.29,3.43,2.29,2.86,3.43,2.71,3.14
9957148,2.8,3.4,3.4,3.8,3.2,3.4,2.80
9957149,3.2,3.2,2.8,2.8,2.2,2.6,3.80
9957150,3,3,2.33,2.67,1.67,2.33,4.00
9957151,5,3.67,3,4,2.67,3.33,3.00
9957152,3.4,3.8,3.6,3.2,3.2,2.8,3.60
9957153,4,2.67,3,3.67,2,2.67,1.33
9957154,3.33,2.17,3.17,2.67,2,3.17,2.50
9957155,4,3.33,3.67,2.17,2.5,2.33,3.00
9957156,2.67,3.33,3.17,2.5,2.67,2.17,3.17
9957157,3.2,4.6,2.6,2.8,1.6,2.2,3.80
9957158,2.6,2.6,4,4,4.2,3.6,3.40
9957159,2.33,1.67,4.33,3,3.33,2.67,2.33
9957160,3.67,3.5,2.67,3.5,1.83,3,2.83
9957161,3,2.5,3.25,3,1.75,2,2.75
9957162,3,3.6,3,3,3.2,2,3.00
9957163,2.4,3.6,3.4,2.8,2,3.4,3.00
9957164,3.4,3.4,2.8,3.2,2.8,2.2,4.00
9957165,1.67,3.67,2.33,3.33,2.67,3,1.33
9957166,3.5,3.75,2.5,3,3,2,3.25
9957167,1.75,3,3,3.25,4,3.25,3.25
9957168,3,2.6,3,4,4,3.4,3.80
9957169,3,2.17,2.83,3.17,2.83,2.67,2.67
9957170,3.6,3.6,3.2,2.8,3,2.6,2.40
9957171,4,2.67,2.67,2.67,3.83,2.5,2.50
9957172,2.86,2.57,3.29,3.43,2.86,2.29,3.29
9957173,4.33,2.33,3.33,5,3.67,2.67,3.00
9957174,2.83,3,2.83,2.67,2.17,3.67,3.83
9957175,3,2.6,2.8,2.2,2.2,3.6,4.00
9957176,2.14,2,3.71,3.86,2.86,3.14,4.00
9957177,2,3,3.57,2.57,3.86,3,2.71
9957178,2.57,3.57,2.57,3.43,3,3.43,3.00
9957179,3.86,3,3,3.71,2.71,2.29,3.43
9957180,2.67,3.67,2.67,1.33,1.33,3.67,2.00
9957181,2.43,2.14,3,3,3.57,1.43,2.43
9957182,4,3,1.33,3.33,3.33,3,1.67
9957183,2.4,2.8,3.2,2.4,2.6,4.2,3.40
9957184,3.33,4.33,3,2.33,3,2.67,3.00
9957185,4,2,2.75,4,3.75,3.25,2.25
9957186,2.33,2.5,3.83,2.67,3.17,3.17,2.00
9957187,2.5,3,1.75,2,2.25,2.5,3.50
9957188,4,2.75,3.25,1,2,2.75,4.50
9957189,2.17,3.83,3.33,2.5,2.67,2.67,3.17
9957190,2,2.33,4.33,3,2.33,3.33,2.33
9957191,2.2,4.2,2.8,2.4,3.6,3.2,3.60
9957192,2.5,2.67,3.17,2.83,2.83,3.17,3.50
9957193,3.2,3,2.4,3,3.2,4.4,2.20
9957194,2.67,3.5,2.17,4.5,4,3.33,4.00
9957195,2.33,3.5,1.67,4,3.67,3.17,2.67
9957196,2.8,2.2,3.4,3.4,2.2,2.8,2.60
9957197,3.75,4.5,1.75,2,2.75,3,2.50
9957198,3,3,2.83,2.5,2.67,2.33,2.33
9957199,1.5,3.25,2.75,3.25,2.75,2.5,2.75
9957200,2.25,2.25,3,2.75,4.25,4,3.25
9957201,2.33,2.67,2.33,4,4,3.33,2.33
9957202,3.2,4,3,3.6,2.4,3,3.00
9957203,2.67,3.5,4.17,2.33,3.17,3.83,3.17
9957204,4,2.67,3,3,3.67,1.33,3.67
9957205,4,2.25,3.25,3.25,2.25,3.75,3.25
9957206,3.33,4,1.33,3,4.33,3,2.67
9957207,3.57,3.14,2.14,2.86,2.86,2.86,2.86
9957208,2.25,2.25,2,3.25,3.75,3.25,3.25
9957209,2.29,3.57,2.86,2.57,3.29,2.86,3.71
9957210,2.5,3,2.75,3,2,3,2.75
9957211,3.33,2.67,3,3.67,2.33,4,3.33
9957212,1.75,2.25,3.25,3.25,3,3.5,2.75
9957213,3,3,3.2,3.2,3.2,4,4.00
9957214,4.67,4,2.33,2.33,3.33,2,2.00
9957215,2.5,3,3.25,3.25,3.5,3.25,2.75
9957216,3.25,3.25,3.5,3,2,3.75,1.50
9957217,2.6,2.8,4.2,3.4,3,3.2,3.00
9957218,3.6,3.2,3,3,3.2,3.6,1.80
9957219,3.67,5,1.33,2,2,2,2.33
9957220,2.83,3,2.5,3.67,3.33,3.5,3.17
9957221,2.29,2.86,2.14,4.29,3.29,3.57,2.86
9957222,3.17,2.67,3.67,3.17,3.33,2,3.00
9957223,2.33,3.67,4,3,3.67,2.67,3.33
9957224,3,4,3.6,2.6,3.2,2.2,2.80
9957225,2.5,2.83,3,3,2.17,2.33,2.17
9957226,2.4,3.6,3.6,2.6,2.8,3.4,3.20
9957227,1.4,2.6,3.2,4.2,2,3.6,3.80
9957228,3.2,4,3,1.6,3.6,3,2.80
9957229,3.14,3.14,3.71,2.71,2.86,3.14,2.29
9957230,3.25,2.75,2.5,3.75,3.75,3.25,2.75
9957231,3.43,2.86,3.71,3.14,2.57,3.14,3.00
9957232,4.33,3.33,1.67,3.33,4.33,1.33,3.33
9957233,2.8,2.6,2.6,2.6,3.2,2.4,3.00
9957234,2.5,1.83,3.17,2.17,1.83,2,2.83
9957235,3.4,2.2,3.8,1.6,2.4,2.8,3.20
9957236,2.57,2.86,2.71,2.14,3.29,3,2.14
9957237,3,1.67,2.33,3.67,4.67,2,2.67
9957238,4.4,4,3.6,1.8,3,3.2,3.40
9957239,3.17,2.5,1.67,3.17,3.17,2.83,2.83
9957240,2.71,3,2.57,3.29,3.57,2.43,3.86
9957241,3.33,4,4.67,2.67,3.33,2.67,2.67
9957242,2.8,2.6,3.6,2.6,2.4,2.8,3.60
9957243,2.33,2.33,3,3.33,2.67,3.67,2.33
9957244,2.4,2.6,3.4,4.2,2.2,3.6,3.60
9957245,4.25,4,1.75,4,3.25,3,3.00
9957246,2.17,2.83,3.5,2.33,2.83,1.83,3.33
9957247,2.83,3,3,3.5,3.33,3.33,3.50
9957248,4.5,3,3,3.75,4.25,2.25,3.50
9957249,3.8,2.2,3.4,3.2,3.4,4,3.20
9957250,2,2.17,2.83,4.17,3.5,3,2.83
9957251,2.29,2,3.14,3.43,3.43,2.29,2.86
9957252,3.33,3.33,3,3.33,2.67,2.67,2.67
9957253,1.4,3,3,3.2,2.8,3.2,2.80
9957254,1.8,2.4,3.2,2.4,2.6,3,3.60
9957255,2.29,3.29,3.14,3.14,4.14,2.86,3.43
9957256,4,2.33,3.33,2,3,4.67,1.67
9957257,3.71,1.86,3.29,2.71,2.57,2.29,2.57
9957258,2.43,3.14,2.86,2.86,3.71,2.86,2.57
9957259,2.83,3,2.5,2.17,2.83,1.67,3.67
9957260,3,2.83,3,2,3,3.17,2.50
9957261,2.57,2.86,2.71,3.57,3,3.29,3.57
9957262,3,1.83,3.17,3,2.67,3.33,2.83
9957263,2.57,3.14,3.86,4,2.43,3.43,3.29
9957264,3,3.67,2.67,1.33,3,2.67,2.67
9957265,2.83,2.5,3.33,2.33,3,2.83,3.33
9957266,3,3.67,2.67,1.33,3.67,2.67,4.00
9957267,4.2,3.2,3,2.6,3.2,2,3.60
9957268,2.71,2.29,3.14,3.57,2.57,3.29,2.29
9957269,3.14,3.29,3.57,2.86,3.29,3.43,2.71
9957270,4.67,2.67,3.33,4.33,2.67,2.33,3.00
9957271,3.67,4,3.67,3.67,1.67,2,4.00
9957272,4,3.6,3.6,2.4,2.4,3.8,3.80
9957273,3.8,3.2,4.4,2.6,2.8,3.4,3.00
9957274,3,3,3,4.17,4.5,2.67,3.00
9957275,2.83,4,3,1.83,3,2.83,3.33
9957276,2.86,1.86,3.14,2,3.86,3.29,3.29
9957277,4.17,2.67,3.17,3.33,3.5,3.17,3.67
9957278,3.25,3.25,3,1.75,3.75,1.25,2.75
9957279,2.5,3.75,3.25,2.75,2.5,3.5,2.75
9957280,3.2,3.8,2,2.8,2.2,3.2,3.40
9957281,4,2.25,3.5,2.75,4.25,3.5,1.50
9957282,2.43,3.43,3.29,3.29,3.71,3,3.29
9957283,3,2.86,3.57,2.86,2.57,3,3.29
9957284,2.6,2.6,2.6,3,4.2,4,3.40
9957285,2.4,2.6,2.8,3.8,3.6,3.6,3.60
9957286,3.4,2.8,3.2,2,3.4,3.4,2.60
9957287,3.5,3.33,2.67,3.33,2.5,3.5,3.17
9957288,2.33,4.33,3.33,1.67,4.33,2.33,4.00
9957289,3.4,3.6,2,3.2,2.6,3.2,2.20
9957290,4.43,4.14,1.43,3.29,3.57,2.71,2.43
9957291,2,2.33,3.33,3.33,3,3.33,3.67
9957292,2.8,3.4,3.4,2.6,3.8,2.4,2.20
9957293,2.17,3.5,2.83,2.67,4,3.17,3.33
9957294,3.33,2.17,3.33,3.5,2,4.17,3.33
9957295,3,4.67,4,3,2.67,4,4.00
9957296,3.4,3.4,2,3.8,1.6,4.4,3.40
9957297,3,4,2.33,2.83,2.5,2.83,3.00
9957298,1.67,2.67,3,3.33,2.67,2.67,2.67
9957299,2.8,2.6,1.4,4.4,3,4.2,4.00
9957300,3.67,2.33,2.33,3,3.67,4.33,2.33
9957301,3,2.83,4.33,4,3.67,3.5,3.33
9957302,3.17,2.33,2.5,2,2.83,4.17,3.00
9957303,3.25,2.75,3,3.75,4,1.75,1.75
9957304,3.33,3,2.67,3.33,3.67,3,4.33
9957305,2,3,2.8,3,2.6,3.6,2.80
9957306,2.5,4.5,2.67,3.33,3.33,3,3.33
9957307,2.8,3.8,2.6,2.6,3.2,4.2,2.80
9957308,3.17,2.67,2.83,3,2.83,2.83,3.67
9957309,3.33,3.17,3.33,4.17,2.83,3.33,2.83
9957310,1.67,3,2.33,3,3,2.33,2.83
9957311,3,4.67,4,2.33,3,2.67,2.00
9957312,2.67,2.83,3.33,3.33,2.83,2.67,2.67
9957313,1.67,3.67,3,2.33,2.33,3.67,4.67
9957314,4,3.83,3.17,3,2.67,2.83,3.00
9957315,4,3.25,3,3.5,3.75,3.75,2.75
9957316,2.25,2.5,2,2.75,3.75,2.5,2.50
9957317,3,2.17,2.67,2.83,2.67,3.83,3.67
9957318,3.14,2.86,3.29,2.57,2.43,2.86,3.14
9957319,3.43,2,2.86,2.86,2.86,2.14,3.14
9957320,1.8,3,3.6,3,3.8,4,3.60
9957321,3,2.33,1.67,4,2.67,2.67,4.00
9957322,3.67,2.83,3.67,3.33,3,3.83,2.50
9957323,2.86,3.14,2.71,3.14,3.57,2.29,2.14
9957324,3.5,2.5,4,2.5,3,3,2.25
9957325,3.67,2.67,3,3.33,2,4,4.33
9957326,2.8,2.4,3.4,2.2,2.8,2.2,4.00
9957327,2.5,3.67,3,3.17,2.67,2.5,3.00
9957328,3,3.33,3,4,2.67,1.33,2.33
9957329,3.29,3.57,4.29,3.71,3.43,2.43,3.00
9957330,4,4,3.33,3.33,2.67,3,3.33
9957331,3.5,3.5,4,2,3.5,3.25,3.25
9957332,2.5,1.5,4.5,2,2.5,1.75,2.25
9957333,3,3.75,3.5,3,3.25,2.5,3.75
9957334,2.43,3.57,3.57,3.14,3.71,4,2.86
9957335,3.5,3.25,2,3.25,3.25,2.5,3.75
9957336,3.43,2.43,2.14,2.57,2.14,3.14,3.00
9957337,3.29,3,3.57,2.71,3.14,3.43,3.86
9957338,3.5,1.75,2.75,2.75,2.25,2.25,2.25
9957339,3,3,2.33,3.5,3.17,3.17,3.00
9957340,4.25,3.25,3.75,3.5,2.75,2.5,3.25
9957341,2.8,4.2,2,3,2.4,3.2,3.80
9957342,3.2,2.6,2.8,3.6,4,3.2,3.40
9957343,2.67,3,2.33,2.67,2.33,3.33,4.67
9957344,2.5,1.5,2.25,4,3.5,3.75,3.00
9957345,2.6,3.4,2.8,3,3.6,3.4,2.80
9957346,3.33,2.33,4,3,3,4,4.33
9957347,3.2,2.2,3.6,2.4,3.2,3,3.20
9957348,2.5,2.75,2.75,2,3.75,3,3.75
9957349,2,2,3,3.33,2,2.33,4.00
9957350,3,1.67,3.33,2.67,3,2,2.67
9957351,3.5,1.83,3,3,3,3.33,2.83
9957352,3.8,2.4,3.6,3.2,3.8,4,2.40
9957353,3,4.5,2.67,2.5,3,2.83,3.33
9957354,2.57,2.57,3.29,2.86,3.14,2.43,3.29
9957355,3,3.8,2.2,3.6,2.2,2.6,2.80
9957356,3.25,2,3.25,2.75,3,3.5,3.25
9957357,3.8,2.4,2.4,4,3.6,3.8,3.80
9957358,3.67,1.33,2,2,5,3,2.67
9957359,2,3.5,2.5,2.67,3,3,3.50
9957360,3.17,3,2.33,1.83,3,2.33,2.83
9957361,2.71,2.57,3.14,2.29,1.86,2.57,3.14
9957362,3.29,3,3.57,2.71,4.14,3.29,3.14
9957363,3.33,2.33,3.67,3.33,2.67,3,3.00
9957364,2.17,3,3.5,2.83,3.5,2.67,3.17
9957365,2.29,3.86,2.71,2.29,2.29,2.86,4.29
9957366,3.67,3.33,3.17,3.33,2.33,2.83,2.67
9957367,2.33,2,3.67,2.67,1.67,2,3.33
9957368,3,3.5,3.25,1.75,2.5,1,3.00
9957369,2,3.2,4.2,2.8,3.2,2.4,2.80
9957370,2.71,3.29,3.43,2.57,2.86,3,2.57
9957371,2.83,2.67,3.67,3.5,2.5,3.83,4.17
9957372,2.5,3.33,3.17,3,3,2.67,2.50
9957373,2,2.33,3.83,1.67,2.67,3,3.00
9957374,3,3,2.5,2.5,3.25,2.5,2.50
9957375,3,3,4,3.33,3,2.33,3.00
9957376,3.17,2,3.17,3,3.17,2.33,2.67
9957377,3.8,1.6,1.8,2.4,3,2,2.80
9957378,3.14,3.29,2.43,3.57,3,3.43,4.00
9957379,3.25,3,3.75,4.25,3,3.25,3.50
9957380,2.67,2.67,3.67,4.67,3.33,2.67,5.00
9957381,2.43,3.43,3.29,3.29,3.57,2.43,2.57
9957382,2,2.83,3.17,3.33,2.67,3.17,3.00
9957383,1.57,1.86,3,3.57,3.43,3.57,2.00
9957384,3.29,3.14,2.57,3.57,2.71,3.14,3.00
9957385,3.57,2.14,3.43,2.43,2,2.14,3.14
9957386,2.71,2.86,2.71,3.57,2.29,3.57,2.86
9957387,2.33,4,3.17,2.5,2.83,3.83,3.83
9957388,4,1.6,2.4,3.4,3.2,3,3.40
9957389,3,3.2,3,3.2,3.2,1.8,3.60
9957390,3.5,3.5,2,3.5,2.25,3,3.25
9957391,3,3.25,3.5,2.75,2.75,3.5,2.75
9957392,2.86,3.29,3.29,2.71,3.14,3.14,4.71
9957393,3.5,4,2.75,3,2.5,3,3.25
9957394,2.29,3.29,3.43,3.43,3.43,3.29,3.57
9957395,2.4,4,2.8,1.6,3.4,3.2,2.20
9957396,3,3.67,4.67,4.33,2.67,3.67,4.00
9957397,2.43,3.14,2.14,3.57,4.14,2,3.14
9957398,3,3.33,3.67,4,3.67,4.67,2.33
9957399,3.6,2.4,3,3.2,2.8,2.2,3.60
9957400,2.4,3,3.8,2.4,3.4,4.6,3.20
9957401,2.71,3.29,3.29,3,3.57,1.86,1.86
9957402,3,4,3,2.67,3.33,3.33,2.33
9957403,1.25,3.25,2,2.5,2.25,2.75,2.50
9957404,2.17,1.83,3.17,2.67,2.5,3.33,3.50
9957405,2.67,3.67,2.67,3.33,1.33,2.33,4.67
9957406,2.2,4.2,3.6,3.6,3,3.6,2.60
9957407,2,3,3.67,3.67,3.67,4.33,3.33
9957408,2.57,2.86,2.29,3.86,3.14,2.14,3.00
9957409,2.2,4,3,2.8,3,2,3.60
9957410,2.67,2.83,2.5,3.33,3.17,3.17,4.17
9957411,3,2.25,2.75,2.75,1.75,4.25,2.50
9957412,2.57,3.43,2.57,3.57,3.14,3.43,2.86
9957413,2.5,3,3.17,3.5,3.17,3.17,3.33
9957414,3.43,4.14,2.57,2.86,3.29,2.71,3.29
9957415,2.25,2.5,1.25,4,3,3.5,3.25
9957416,3.6,2,4,3.6,4,4,2.80
9957417,3,3.33,3.33,3.33,2.67,3,3.33
9957418,3.67,3.83,2.5,3.17,3,3.67,2.50
9957419,3.43,3.29,2.43,3.14,4.14,3.14,4.29
9957420,3.25,3.5,2.25,4.25,3,4.5,4.50
9957421,3.2,3.6,3.2,3.6,3.4,3,1.80
9957422,3.6,2,2.6,2.4,2.2,2.6,2.80
9957423,4.33,2.67,2.33,4.33,4,2.33,3.00
9957424,3.71,4,2.86,3.43,2.29,3,3.29
9957425,5,2.67,4.67,2,3.67,2.33,4.00
9957426,4.33,4,4.67,3,3,3.33,3.33
9957427,3,2.75,3.25,3.5,3,4.25,2.50
9957428,2.33,2,2.33,2.33,2.67,1.67,4.00
9957429,2.33,2.67,3.33,3,3.67,2,4.33
9957430,2.14,2.86,2,3.29,2.57,2.14,3.43
